Stat,X-cord(m),Y-cord(m),Period(s),R(Zxx),I(Zxx),R(Zxy),I(Zxy),R(Zyx),I(Zyx),R(Zyy),I(Zyy)
252,46875,21875,0.1,14.95,6.21,14930,-16800,-15080,17070,-13.03,-6.205
252,46875,21875,0.3162,17.73,8.263,7320,-8298,-7460,8456,-15.43,-7.781
252,46875,21875,1,25.56,15.31,4126,-4399,-4197,4487,-22.62,-14.86
252,46875,21875,3.162,40.33,23.97,2335,-2387,-2368,2440,-36.2,-24.83
252,46875,21875,10,69.7,24.55,1343,-1309,-1349,1345,-68.3,-30.62
252,46875,21875,31.62,90.77,-11.24,790.9,-733,-774.5,750.5,-96.92,7.676
252,46875,21875,100,55.74,-60.78,466.9,-423.7,-453.5,426.6,-62.14,61.82
252,46875,21875,316.2,-20.87,-60.7,272.1,-245.8,-254.1,257.1,17.04,67.53
252,46875,21875,1000,-54.34,-11.15,172.7,-149,-141,151.8,60.32,17.04
253,46875,28125,0.1,10.24,6.88,18940,-22190,-19300,22600,-14.02,-8.548
253,46875,28125,0.3162,11.88,15.79,10440,-11380,-10700,11650,-17.7,-17.36
253,46875,28125,1,27.97,22.26,5888,-6141,-6017,6303,-34.66,-26.38
253,46875,28125,3.162,53.18,19.13,3349,-3362,-3400,3462,-65.39,-28.84
253,46875,28125,10,71.11,-13.14,1934,-1865,-1929,1920,-95.69,8.252
253,46875,28125,31.62,39.18,-65.98,1128,-1062,-1106,1064,-61.89,73
253,46875,28125,100,-41.97,-90.17,646,-611.4,-655.8,596.9,27.18,103.3
253,46875,28125,316.2,-123.5,-46.71,374,-338.3,-386.7,350.1,125.5,69.42
253,46875,28125,1000,-129,24.84,249.1,-205.2,-240.2,218.4,153.4,-14.25
254,46875,34375,0.1,-38.25,-0.2744,27080,-30180,-28100,31040,15.23,-3.701
254,46875,34375,0.3162,-33.85,0.4709,15230,-16170,-15790,16700,8.855,-5.592
254,46875,34375,1,-30.28,-8.259,8591,-8829,-8903,9141,-0.6344,1.507
254,46875,34375,3.162,-35.37,-35.43,4879,-4881,-5040,5053,-2.691,35.34
254,46875,34375,10,-79.65,-77.72,2788,-2738,-2880,2796,46.53,89.91
254,46875,34375,31.62,-161,-95.21,1582,-1555,-1690,1542,141.1,113.6
254,46875,34375,100,-245.8,-72.96,886.1,-866.4,-1041,861.2,237.4,100.3
254,46875,34375,316.2,-291,7.653,529,-457.6,-661.2,510.4,320.7,35
254,46875,34375,1000,-247.4,91,370.9,-286.9,-442.4,349.3,314.3,-80.58
255,46875,40625,0.1,-58.68,-28.32,36370,-39270,-37610,40410,52.21,28.13
255,46875,40625,0.3162,-82.56,-48.92,20430,-21340,-21160,21980,75.6,49.35
255,46875,40625,1,-125.9,-78.72,11500,-11780,-11950,12110,119.4,81.31
255,46875,40625,3.162,-201,-107.5,6466,-6564,-6795,6698,197.3,114.8
255,46875,40625,10,-297.9,-111.4,3619,-3682,-3934,3703,301.1,121.3
255,46875,40625,31.62,-382.9,-81.16,2006,-2059,-2358,2046,392.6,94.32
255,46875,40625,100,-437.1,-28.38,1113,-1113,-1495,1147,452.1,60.16
255,46875,40625,316.2,-435.9,66.28,679.6,-574.8,-990.1,694.1,505.8,-12.01
255,46875,40625,1000,-349.7,151.2,485.3,-369.1,-681.6,505.2,465.6,-148.1
256,46875,46875,0.1,-58.56,-42.32,43350,-46260,-44080,46860,69.28,46.22
256,46875,46875,0.3162,-95.5,-69.67,24340,-25310,-24820,25610,110,76.11
256,46875,46875,1,-160.2,-104.5,13640,-14040,-14020,14140,180.5,111.4
256,46875,46875,3.162,-256.9,-126.9,7599,-7846,-7977,7836,281.9,132.2
256,46875,46875,10,-365.5,-117.6,4187,-4386,-4624,4334,391.7,121.2
256,46875,46875,31.62,-448.5,-72.6,2282,-2424,-2779,2393,474.5,80.4
256,46875,46875,100,-489.2,-11.04,1253,-1292,-1771,1339,517.5,42.92
256,46875,46875,316.2,-471.7,84.42,760,-660.9,-1187,811.7,560.3,-28.46
256,46875,46875,1000,-374.2,166.9,538.3,-422.8,-823,602.4,509.2,-169.3
